module_id,seq_id,domain_type,canonical_domain_type,kingdom,reaction_labels,has_no_reactions
marts_E01503_alpha_0,marts_E01503,alpha,alpha,Plants,['di Class 1'],False
marts_E01499_beta_0,marts_E01499,beta,beta,Plants,['mono Class 1'],False
marts_E01499_alpha_0,marts_E01499,alpha,alpha,Plants,['mono Class 1'],False
marts_E01377_beta_0,marts_E01377,beta,beta,Plants,['sesq Class 1'],False
marts_E01377_alpha_0,marts_E01377,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00142_beta_0,marts_E00142,beta,beta,Plants,['sesq Class 1'],False
marts_E00142_alpha_0,marts_E00142,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01008_beta_0,marts_E01008,beta,beta,Plants,"['di Class 1', 'mono Class 1', 'sesq Class 1']",False
marts_E01008_alpha_0,marts_E01008,alpha,alpha,Plants,"['di Class 1', 'mono Class 1', 'sesq Class 1']",False
marts_E01121_beta_0,marts_E01121,beta,beta,Plants,['di Class 1'],False
marts_E01121_alpha_0,marts_E01121,alpha,alpha,Plants,['di Class 1'],False
marts_E00315_beta_0,marts_E00315,beta,beta,Plants,['mono Class 1'],False
marts_E00315_alpha_0,marts_E00315,alpha,alpha,Plants,['mono Class 1'],False
marts_E01386_beta_0,marts_E01386,beta,beta,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E01386_alpha_0,marts_E01386,alpha,alpha,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00290_beta_0,marts_E00290,beta,beta,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00290_alpha_0,marts_E00290,alpha,alpha,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00673_beta_0,marts_E00673,beta,beta,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00673_alpha_0,marts_E00673,alpha,alpha,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E01376_beta_0,marts_E01376,beta,beta,Plants,['sesq Class 1'],False
marts_E01376_alpha_0,marts_E01376,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00500_ids_0,marts_E00500,ids,alpha,Fungi,['sqs'],False
marts_E00794_alpha_0,marts_E00794,alpha,alpha,Animals,['sesq Class 1'],False
marts_E01331_alpha_0,marts_E01331,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00123_ids_0,marts_E00123,ids,alpha,Plants,['pt'],False
marts_E01173_alpha_0,marts_E01173,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00481_ids_0,marts_E00481,ids,alpha,Fungi,['pt'],False
marts_E00370_ids_0,marts_E00370,ids,alpha,Plants,['pt'],False
marts_E00478_ids_0,marts_E00478,ids,alpha,Plants,['pt'],False
marts_E00550_ids_0,marts_E00550,ids,alpha,Bacteria,['pt'],False
marts_E00748_alpha_0,marts_E00748,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00710_ids_0,marts_E00710,ids,alpha,Fungi,['pt'],False
marts_E01459_alpha_0,marts_E01459,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00863_alpha_0,marts_E00863,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01048_alpha_0,marts_E01048,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00870_alpha_0,marts_E00870,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01359_alpha_0,marts_E01359,alpha,alpha,Bacteria,['di Class 1'],False
marts_E00614_alpha_0,marts_E00614,alpha,alpha,Bacteria,['sesq Class 1'],False
marts_E01430_alpha_0,marts_E01430,alpha,alpha,Bacteria,['di Class 1'],False
marts_E01064_alpha_0,marts_E01064,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01368_alpha_0,marts_E01368,alpha,alpha,Bacteria,['di Class 1'],False
marts_E00020_alpha_0,marts_E00020,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01500_alpha_0,marts_E01500,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01521_alpha_0,marts_E01521,alpha,alpha,Bacteria,['di Class 1'],False
marts_E01242_ids_0,marts_E01242,ids,alpha,Plants,['pt'],False
marts_E00338_alpha_0,marts_E00338,alpha,alpha,Bacteria,['di Class 1'],False
marts_E00273_beta_0,marts_E00273,beta,beta,Plants,['di Class 1'],False
marts_E00273_gamma_0,marts_E00273,gamma,gamma,Plants,['di Class 1'],False
marts_E00273_alpha_0,marts_E00273,alpha,alpha,Plants,['di Class 1'],False
marts_E01178_beta_0,marts_E01178,beta,beta,Plants,['di Class 1'],False
marts_E01178_gamma_0,marts_E01178,gamma,gamma,Plants,['di Class 1'],False
marts_E01178_alpha_0,marts_E01178,alpha,alpha,Plants,['di Class 1'],False
marts_E01511_beta_0,marts_E01511,beta,beta,Plants,['di Class 1'],False
marts_E01511_alpha_0,marts_E01511,alpha,alpha,Plants,['di Class 1'],False
marts_E01511_gamma_0,marts_E01511,gamma,gamma,Plants,['di Class 1'],False
marts_E01477_beta_0,marts_E01477,beta,beta,Plants,['sesq Class 1'],False
marts_E01477_gamma_0,marts_E01477,gamma,gamma,Plants,['sesq Class 1'],False
marts_E01477_alpha_0,marts_E01477,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00682_beta_0,marts_E00682,beta,beta,Plants,['di Class 1'],False
marts_E00682_alpha_0,marts_E00682,alpha,alpha,Plants,['di Class 1'],False
marts_E00682_gamma_0,marts_E00682,gamma,gamma,Plants,['di Class 1'],False
marts_E00995_ids_0,marts_E00995,ids,alpha,Fungi,"['di Class 1', 'pt']",False
marts_E00995_alpha_0,marts_E00995,alpha,alpha,Fungi,"['di Class 1', 'pt']",False
marts_E00827_ids_0,marts_E00827,ids,alpha,Fungi,"['pt', 'tri Class 1']",False
marts_E00827_alpha_0,marts_E00827,alpha,alpha,Fungi,"['pt', 'tri Class 1']",False
marts_E00098_beta_0,marts_E00098,beta,beta,Plants,['di Class 2'],False
marts_E00098_gamma_0,marts_E00098,gamma,gamma,Plants,['di Class 2'],False
marts_E00098_alpha_0,marts_E00098,alpha,alpha,Plants,['di Class 2'],False
marts_E01284_beta_0,marts_E01284,beta,beta,Plants,['sesq Class 1'],False
marts_E01284_gamma_0,marts_E01284,gamma,gamma,Plants,['sesq Class 1'],False
marts_E01284_alpha_0,marts_E01284,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00576_ids_0,marts_E00576,ids,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E00576_alpha_0,marts_E00576,alpha,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E00658_beta_0,marts_E00658,beta,beta,Plants,['di Class 2'],False
marts_E00658_gamma_0,marts_E00658,gamma,gamma,Plants,['di Class 2'],False
marts_E00658_alpha_0,marts_E00658,alpha,alpha,Plants,['di Class 2'],False
marts_E00797_beta_0,marts_E00797,beta,beta,Plants,['di Class 1'],False
marts_E00797_alpha_0,marts_E00797,alpha,alpha,Plants,['di Class 1'],False
marts_E00070_beta_0,marts_E00070,beta,beta,Plants,['mono Class 1'],False
marts_E00070_alpha_0,marts_E00070,alpha,alpha,Plants,['mono Class 1'],False
marts_E00517_beta_0,marts_E00517,beta,beta,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00517_alpha_0,marts_E00517,alpha,alpha,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00735_beta_0,marts_E00735,beta,beta,Plants,['mono Class 1'],False
marts_E00735_alpha_0,marts_E00735,alpha,alpha,Plants,['mono Class 1'],False
marts_E00368_beta_0,marts_E00368,beta,beta,Plants,['mono Class 1'],False
marts_E00368_alpha_0,marts_E00368,alpha,alpha,Plants,['mono Class 1'],False
marts_E00912_beta_0,marts_E00912,beta,beta,Plants,['sesq Class 1'],False
marts_E00912_alpha_0,marts_E00912,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00671_beta_0,marts_E00671,beta,beta,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00671_alpha_0,marts_E00671,alpha,alpha,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00720_beta_0,marts_E00720,beta,beta,Plants,['mono Class 1'],False
marts_E00720_alpha_0,marts_E00720,alpha,alpha,Plants,['mono Class 1'],False
marts_E01006_beta_0,marts_E01006,beta,beta,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E01006_alpha_0,marts_E01006,alpha,alpha,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00703_beta_0,marts_E00703,beta,beta,Plants,['mono Class 1'],False
marts_E00703_alpha_0,marts_E00703,alpha,alpha,Plants,['mono Class 1'],False
marts_E01526_beta_0,marts_E01526,beta,beta,Plants,['mono Class 1'],False
marts_E01526_alpha_0,marts_E01526,alpha,alpha,Plants,['mono Class 1'],False
marts_E00643_beta_0,marts_E00643,beta,beta,Plants,['sesq Class 1'],False
marts_E00643_alpha_0,marts_E00643,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00066_beta_0,marts_E00066,beta,beta,Plants,['mono Class 1'],False
marts_E00066_alpha_0,marts_E00066,alpha,alpha,Plants,['mono Class 1'],False
marts_E00670_beta_0,marts_E00670,beta,beta,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00670_alpha_0,marts_E00670,alpha,alpha,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00728_beta_0,marts_E00728,beta,beta,Plants,['mono Class 1'],False
marts_E00728_alpha_0,marts_E00728,alpha,alpha,Plants,['mono Class 1'],False
marts_E01026_beta_0,marts_E01026,beta,beta,Plants,['mono Class 1'],False
marts_E01026_alpha_0,marts_E01026,alpha,alpha,Plants,['mono Class 1'],False
marts_E00169_beta_0,marts_E00169,beta,beta,Plants,['sesq Class 1'],False
marts_E00169_alpha_0,marts_E00169,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00085_beta_0,marts_E00085,beta,beta,Plants,['mono Class 1'],False
marts_E00085_alpha_0,marts_E00085,alpha,alpha,Plants,['mono Class 1'],False
marts_E01018_beta_0,marts_E01018,beta,beta,Plants,['sesq Class 1'],False
marts_E01018_alpha_0,marts_E01018,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01062_beta_0,marts_E01062,beta,beta,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E01062_alpha_0,marts_E01062,alpha,alpha,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00777_beta_0,marts_E00777,beta,beta,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00777_alpha_0,marts_E00777,alpha,alpha,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00964_beta_0,marts_E00964,beta,beta,Plants,['sesq Class 1'],False
marts_E00964_alpha_0,marts_E00964,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01280_beta_0,marts_E01280,beta,beta,Plants,['sesq Class 1'],False
marts_E01280_alpha_0,marts_E01280,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01286_beta_0,marts_E01286,beta,beta,Plants,['sesq Class 1'],False
marts_E01286_alpha_0,marts_E01286,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00842_beta_0,marts_E00842,beta,beta,Plants,['sesq Class 1'],False
marts_E00842_alpha_0,marts_E00842,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00378_beta_0,marts_E00378,beta,beta,Plants,['sesq Class 1'],False
marts_E00378_alpha_0,marts_E00378,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00034_beta_0,marts_E00034,beta,beta,Plants,['sesq Class 1'],False
marts_E00034_alpha_0,marts_E00034,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00393_beta_0,marts_E00393,beta,beta,Plants,['sesq Class 1'],False
marts_E00393_alpha_0,marts_E00393,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01214_ids_0,marts_E01214,ids,alpha,Plants,['sqs'],False
marts_E00001_alpha_0,marts_E00001,alpha,alpha,Animals,"['di Class 1', 'sesq Class 1']",False
marts_E00705_ids_0,marts_E00705,ids,alpha,Plants,['tri Class 1'],False
marts_E00548_ids_0,marts_E00548,ids,alpha,Fungi,['pt'],False
marts_E00574_ids_0,marts_E00574,ids,alpha,Plants,['pt'],False
marts_E01083_alpha_0,marts_E01083,alpha,alpha,Protists,"['mono Class 1', 'sesq Class 1']",False
marts_E01082_alpha_0,marts_E01082,alpha,alpha,Plants,"['di Class 1', 'sesq Class 1']",False
marts_E00278_alpha_0,marts_E00278,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00304_ids_0,marts_E00304,ids,alpha,Plants,['psy'],False
marts_E00105_ids_0,marts_E00105,ids,alpha,Archaea,['pt'],False
marts_E01305_alpha_0,marts_E01305,alpha,alpha,Protists,['sesq Class 1'],False
marts_E00800_alpha_0,marts_E00800,alpha,alpha,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00594_alpha_0,marts_E00594,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01223_ids_0,marts_E01223,ids,alpha,Fungi,['pt'],False
marts_E01156_ids_0,marts_E01156,ids,alpha,Fungi,['pt'],False
marts_E01084_alpha_0,marts_E01084,alpha,alpha,Protists,['sesq Class 1'],False
marts_E01325_alpha_0,marts_E01325,alpha,alpha,Bacteria,['di Class 1'],False
marts_E01472_alpha_0,marts_E01472,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01319_alpha_0,marts_E01319,alpha,alpha,Bacteria,['sesq Class 1'],False
marts_E01351_alpha_0,marts_E01351,alpha,alpha,Bacteria,['di Class 1'],False
marts_E01349_alpha_0,marts_E01349,alpha,alpha,Bacteria,['di Class 1'],False
marts_E01404_alpha_0,marts_E01404,alpha,alpha,Bacteria,['di Class 1'],False
marts_E00519_ids_0,marts_E00519,ids,alpha,Viruses,['pt'],False
marts_E00432_ids_0,marts_E00432,ids,alpha,Bacteria,['pt'],False
marts_E00740_alpha_0,marts_E00740,alpha,alpha,Protists,"['mono Class 1', 'sesq Class 1']",False
marts_E00769_beta_0,marts_E00769,beta,beta,Plants,"['di Class 1', 'di Class 2']",False
marts_E00769_gamma_0,marts_E00769,gamma,gamma,Plants,"['di Class 1', 'di Class 2']",False
marts_E00769_alpha_0,marts_E00769,alpha,alpha,Plants,"['di Class 1', 'di Class 2']",False
marts_E00038_beta_0,marts_E00038,beta,beta,Plants,['di Class 1'],False
marts_E00038_gamma_0,marts_E00038,gamma,gamma,Plants,['di Class 1'],False
marts_E00038_alpha_0,marts_E00038,alpha,alpha,Plants,['di Class 1'],False
marts_E00667_beta_0,marts_E00667,beta,beta,Plants,['di Class 1'],False
marts_E00667_alpha_0,marts_E00667,alpha,alpha,Plants,['di Class 1'],False
marts_E00667_gamma_0,marts_E00667,gamma,gamma,Plants,['di Class 1'],False
marts_E00814_beta_0,marts_E00814,beta,beta,Plants,['di Class 1'],False
marts_E00814_gamma_0,marts_E00814,gamma,gamma,Plants,['di Class 1'],False
marts_E00814_alpha_0,marts_E00814,alpha,alpha,Plants,['di Class 1'],False
marts_E00988_ids_0,marts_E00988,ids,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E00988_alpha_0,marts_E00988,alpha,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E00382_beta_0,marts_E00382,beta,beta,Plants,['di Class 2'],False
marts_E00382_gamma_0,marts_E00382,gamma,gamma,Plants,['di Class 2'],False
marts_E00382_alpha_0,marts_E00382,alpha,alpha,Plants,['di Class 2'],False
marts_E00989_ids_0,marts_E00989,ids,alpha,Fungi,"['di Class 1', 'pt']",False
marts_E00989_alpha_0,marts_E00989,alpha,alpha,Fungi,"['di Class 1', 'pt']",False
marts_E00575_ids_0,marts_E00575,ids,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E00575_alpha_0,marts_E00575,alpha,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E00694_beta_0,marts_E00694,beta,beta,Plants,['di Class 2'],False
marts_E00694_gamma_0,marts_E00694,gamma,gamma,Plants,['di Class 2'],False
marts_E00694_alpha_0,marts_E00694,alpha,alpha,Plants,['di Class 2'],False
marts_E01027_ids_0,marts_E01027,ids,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E01027_alpha_0,marts_E01027,alpha,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E01250_beta_0,marts_E01250,beta,beta,Plants,['di Class 2'],False
marts_E01250_gamma_0,marts_E01250,gamma,gamma,Plants,['di Class 2'],False
marts_E01250_alpha_0,marts_E01250,alpha,alpha,Plants,['di Class 2'],False
marts_E00984_alpha_0,marts_E00984,alpha,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E00984_ids_0,marts_E00984,ids,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E00259_beta_0,marts_E00259,beta,beta,Plants,['sesq Class 1'],False
marts_E00259_alpha_0,marts_E00259,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00072_beta_0,marts_E00072,beta,beta,Plants,['mono Class 1'],False
marts_E00072_alpha_0,marts_E00072,alpha,alpha,Plants,['mono Class 1'],False
marts_E00908_beta_0,marts_E00908,beta,beta,Plants,['sesq Class 1'],False
marts_E00908_alpha_0,marts_E00908,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00248_beta_0,marts_E00248,beta,beta,Plants,['mono Class 1'],False
marts_E00248_alpha_0,marts_E00248,alpha,alpha,Plants,['mono Class 1'],False
marts_E00237_beta_0,marts_E00237,beta,beta,Plants,['mono Class 1'],False
marts_E00237_alpha_0,marts_E00237,alpha,alpha,Plants,['mono Class 1'],False
marts_E00168_beta_0,marts_E00168,beta,beta,Plants,"['hemi Class 1', 'mono Class 1']",False
marts_E00168_alpha_0,marts_E00168,alpha,alpha,Plants,"['hemi Class 1', 'mono Class 1']",False
marts_E00109_beta_0,marts_E00109,beta,beta,Plants,['sesq Class 1'],False
marts_E00109_alpha_0,marts_E00109,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00222_beta_0,marts_E00222,beta,beta,Plants,['sesq Class 1'],False
marts_E00222_alpha_0,marts_E00222,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00917_beta_0,marts_E00917,beta,beta,Plants,['sesq Class 1'],False
marts_E00917_alpha_0,marts_E00917,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01287_beta_0,marts_E01287,beta,beta,Plants,['sesq Class 1'],False
marts_E01287_alpha_0,marts_E01287,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01393_beta_0,marts_E01393,beta,beta,Plants,['sesq Class 1'],False
marts_E01393_alpha_0,marts_E01393,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00170_beta_0,marts_E00170,beta,beta,Plants,['sesq Class 1'],False
marts_E00170_alpha_0,marts_E00170,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01016_beta_0,marts_E01016,beta,beta,Plants,['mono Class 1'],False
marts_E01016_alpha_0,marts_E01016,alpha,alpha,Plants,['mono Class 1'],False
marts_E00535_beta_0,marts_E00535,beta,beta,Plants,['mono Class 1'],False
marts_E00535_alpha_0,marts_E00535,alpha,alpha,Plants,['mono Class 1'],False
marts_E01301_beta_0,marts_E01301,beta,beta,Plants,['mono Class 1'],False
marts_E01301_alpha_0,marts_E01301,alpha,alpha,Plants,['mono Class 1'],False
marts_E01144_beta_0,marts_E01144,beta,beta,Plants,['sesq Class 1'],False
marts_E01144_alpha_0,marts_E01144,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01334_beta_0,marts_E01334,beta,beta,Plants,['sesq Class 1'],False
marts_E01334_alpha_0,marts_E01334,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00953_beta_0,marts_E00953,beta,beta,Plants,['mono Class 1'],False
marts_E00953_alpha_0,marts_E00953,alpha,alpha,Plants,['mono Class 1'],False
marts_E01072_beta_0,marts_E01072,beta,beta,Plants,['sesq Class 1'],False
marts_E01072_alpha_0,marts_E01072,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01380_beta_0,marts_E01380,beta,beta,Plants,['mono Class 1'],False
marts_E01380_alpha_0,marts_E01380,alpha,alpha,Plants,['mono Class 1'],False
marts_E00685_beta_0,marts_E00685,beta,beta,Plants,['sesq Class 1'],False
marts_E00685_alpha_0,marts_E00685,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00341_beta_0,marts_E00341,beta,beta,Plants,['sesq Class 1'],False
marts_E00341_alpha_0,marts_E00341,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01392_beta_0,marts_E01392,beta,beta,Plants,['sesq Class 1'],False
marts_E01392_alpha_0,marts_E01392,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00612_beta_0,marts_E00612,beta,beta,Plants,['sesq Class 1'],False
marts_E00612_alpha_0,marts_E00612,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00421_beta_0,marts_E00421,beta,beta,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00421_alpha_0,marts_E00421,alpha,alpha,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E01150_beta_0,marts_E01150,beta,beta,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E01150_alpha_0,marts_E01150,alpha,alpha,Plants,"['mono Class 1', 'sesq Class 1']",False
marts_E00723_beta_0,marts_E00723,beta,beta,Plants,['mono Class 1'],False
marts_E00723_alpha_0,marts_E00723,alpha,alpha,Plants,['mono Class 1'],False
marts_E00112_beta_0,marts_E00112,beta,beta,Plants,['sesq Class 1'],False
marts_E00112_alpha_0,marts_E00112,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00496_ids_0,marts_E00496,ids,alpha,Fungi,['sqs'],False
marts_E00527_ids_0,marts_E00527,ids,alpha,Animals,['pt'],False
marts_E00410_alpha_0,marts_E00410,alpha,alpha,Plants,['psy'],False
marts_E00524_ids_0,marts_E00524,ids,alpha,Animals,['pt'],False
marts_E01045_alpha_0,marts_E01045,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00193_ids_0,marts_E00193,ids,alpha,Fungi,['pt'],False
marts_E00750_alpha_0,marts_E00750,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01366_alpha_0,marts_E01366,alpha,alpha,Bacteria,"['di Class 1', 'mono Class 1', 'sesq Class 1']",False
marts_E01124_alpha_0,marts_E01124,alpha,alpha,Bacteria,"['di Class 1', 'sesq Class 1']",False
marts_E01465_alpha_0,marts_E01465,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01452_alpha_0,marts_E01452,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E00768_alpha_0,marts_E00768,alpha,alpha,Bacteria,['sesq Class 1'],False
marts_E01448_alpha_0,marts_E01448,alpha,alpha,Fungi,['sesq Class 1'],False
marts_E01328_alpha_0,marts_E01328,alpha,alpha,Bacteria,['sesq Class 1'],False
marts_E01204_ids_0,marts_E01204,ids,alpha,Fungi,['pt'],False
marts_E00741_alpha_0,marts_E00741,alpha,alpha,Protists,['sesq Class 1'],False
marts_E00662_ids_0,marts_E00662,ids,alpha,Fungi,['pt'],False
marts_E00104_ids_0,marts_E00104,ids,alpha,Animals,['pt'],False
marts_E00010_alpha_0,marts_E00010,alpha,alpha,Fungi,['di Class 1'],False
marts_E00447_ids_0,marts_E00447,ids,alpha,Fungi,['pt'],False
marts_E00377_ids_0,marts_E00377,ids,alpha,Bacteria,['pt'],False
marts_E00381_ids_0,marts_E00381,ids,alpha,Plants,['pt'],False
marts_E00289_ids_0,marts_E00289,ids,alpha,Bacteria,['sqs'],False
marts_E01416_beta_0,marts_E01416,beta,beta,Plants,['di Class 1'],False
marts_E01416_gamma_0,marts_E01416,gamma,gamma,Plants,['di Class 1'],False
marts_E01416_alpha_0,marts_E01416,alpha,alpha,Plants,['di Class 1'],False
marts_E00969_beta_0,marts_E00969,beta,beta,Plants,['di Class 1'],False
marts_E00969_gamma_0,marts_E00969,gamma,gamma,Plants,['di Class 1'],False
marts_E00969_alpha_0,marts_E00969,alpha,alpha,Plants,['di Class 1'],False
marts_E00037_beta_0,marts_E00037,beta,beta,Plants,['di Class 1'],False
marts_E00037_gamma_0,marts_E00037,gamma,gamma,Plants,['di Class 1'],False
marts_E00037_alpha_0,marts_E00037,alpha,alpha,Plants,['di Class 1'],False
marts_E00813_beta_0,marts_E00813,beta,beta,Plants,['di Class 1'],False
marts_E00813_gamma_0,marts_E00813,gamma,gamma,Plants,['di Class 1'],False
marts_E00813_alpha_0,marts_E00813,alpha,alpha,Plants,['di Class 1'],False
marts_E00308_beta_0,marts_E00308,beta,beta,Plants,['di Class 1'],False
marts_E00308_gamma_0,marts_E00308,gamma,gamma,Plants,['di Class 1'],False
marts_E00308_alpha_0,marts_E00308,alpha,alpha,Plants,['di Class 1'],False
marts_E01103_beta_0,marts_E01103,beta,beta,Plants,['di Class 2'],False
marts_E01103_gamma_0,marts_E01103,gamma,gamma,Plants,['di Class 2'],False
marts_E01103_ids_0,marts_E01103,ids,alpha,Plants,['di Class 2'],False
marts_E01199_beta_0,marts_E01199,beta,beta,Plants,['di Class 2'],False
marts_E01199_gamma_0,marts_E01199,gamma,gamma,Plants,['di Class 2'],False
marts_E01199_alpha_0,marts_E01199,alpha,alpha,Plants,['di Class 2'],False
marts_E00336_beta_0,marts_E00336,beta,beta,Plants,['di Class 2'],False
marts_E00336_gamma_0,marts_E00336,gamma,gamma,Plants,['di Class 2'],False
marts_E00336_alpha_0,marts_E00336,alpha,alpha,Plants,['di Class 2'],False
marts_E00004_beta_0,marts_E00004,beta,beta,Plants,['di Class 2'],False
marts_E00004_gamma_0,marts_E00004,gamma,gamma,Plants,['di Class 2'],False
marts_E00004_alpha_0,marts_E00004,alpha,alpha,Plants,['di Class 2'],False
marts_E01147_ids_0,marts_E01147,ids,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E01147_alpha_0,marts_E01147,alpha,alpha,Fungi,"['pt', 'sester Class 1']",False
marts_E00453_ids_0,marts_E00453,ids,alpha,Fungi,"['di Class 1', 'pt']",False
marts_E00453_alpha_0,marts_E00453,alpha,alpha,Fungi,"['di Class 1', 'pt']",False
marts_E00613_ids_0,marts_E00613,ids,alpha,Fungi,"['pt', 'tri Class 1']",False
marts_E00613_alpha_0,marts_E00613,alpha,alpha,Fungi,"['pt', 'tri Class 1']",False
marts_E00759_beta_0,marts_E00759,beta,beta,Plants,['sesq Class 1'],False
marts_E00759_alpha_0,marts_E00759,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00854_beta_0,marts_E00854,beta,beta,Plants,['mono Class 1'],False
marts_E00854_alpha_0,marts_E00854,alpha,alpha,Plants,['mono Class 1'],False
marts_E00562_beta_0,marts_E00562,beta,beta,Plants,['mono Class 1'],False
marts_E00562_alpha_0,marts_E00562,alpha,alpha,Plants,['mono Class 1'],False
marts_E00118_beta_0,marts_E00118,beta,beta,Plants,['mono Class 1'],False
marts_E00118_alpha_0,marts_E00118,alpha,alpha,Plants,['mono Class 1'],False
marts_E00923_beta_0,marts_E00923,beta,beta,Plants,['sesq Class 1'],False
marts_E00923_alpha_0,marts_E00923,alpha,alpha,Plants,['sesq Class 1'],False
marts_E01294_beta_0,marts_E01294,beta,beta,Plants,['sesq Class 1'],False
marts_E01294_alpha_0,marts_E01294,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00704_beta_0,marts_E00704,beta,beta,Plants,['mono Class 1'],False
marts_E00704_alpha_0,marts_E00704,alpha,alpha,Plants,['mono Class 1'],False
marts_E00760_beta_0,marts_E00760,beta,beta,Plants,['sesq Class 1'],False
marts_E00760_alpha_0,marts_E00760,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00108_beta_0,marts_E00108,beta,beta,Plants,['sesq Class 1'],False
marts_E00108_alpha_0,marts_E00108,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00839_beta_0,marts_E00839,beta,beta,Plants,['sesq Class 1'],False
marts_E00839_alpha_0,marts_E00839,alpha,alpha,Plants,['sesq Class 1'],False
marts_E00226_beta_0,marts_E00226,beta,beta,Plants,['mono Class 1'],False
